timestamp_iso,Pc_mA,Pu_mA,Pd_mA,P4_mA,DP_mA,Pc_eng,Pu_eng,Pd_eng,P4_eng,DP_eng
2026-03-17T09:01:54.628,41.767065783580954,-6.556511316091496e-05,41.767065783580954,35.06702379330309,27.41844310032611,23604.416114738095,-2500.0409781957255,23604.416114738095,19416.889870814433,292.7305387540764
2026-03-17T09:01:54.718,41.767065783580954,-6.556511316091496e-05,41.767065783580954,35.06702379330309,27.41844310032611,23604.416114738095,-2500.0409781957255,23604.416114738095,19416.889870814433,292.7305387540764
2026-03-17T09:01:54.846,41.767065783580954,-6.556511316091496e-05,41.767065783580954,35.06702379330309,27.41844310032611,23604.416114738095,-2500.0409781957255,23604.416114738095,19416.889870814433,292.7305387540764
2026-03-17T09:01:54.940,37.12683060192699,-5.245209052873197e-06,40.275101591904075,38.33812727655122,35.580560208219005,20704.26912620437,-2500.003278255658,22671.93849494005,21461.32954784451,394.75700260273754
2026-03-17T09:01:55.063,37.12683060192699,-5.245209052873197e-06,40.275101591904075,38.33812727655122,35.580560208219005,20704.26912620437,-2500.003278255658,22671.93849494005,21461.32954784451,394.75700260273754
2026-03-17T09:01:55.157,37.12683060192699,-5.245209052873197e-06,40.275101591904075,38.33812727655122,35.580560208219005,20704.26912620437,-2500.003278255658,22671.93849494005,21461.32954784451,394.75700260273754
2026-03-17T09:01:55.280,37.77676236830893,-3.933906789654898e-05,39.21207523820073,38.84715269678114,38.10030425096989,21110.47648019308,-2500.0245869174355,22007.547023875457,21779.470435488212,426.25380313712367
2026-03-17T09:01:55.374,37.77676236830893,-3.933906789654898e-05,39.21207523820073,38.84715269678114,38.10030425096989,21110.47648019308,-2500.0245869174355,22007.547023875457,21779.470435488212,426.25380313712367
2026-03-17T09:01:55.514,37.77676236830893,-3.933906789654898e-05,39.21207523820073,38.84715269678114,38.10030425096989,21110.47648019308,-2500.0245869174355,22007.547023875457,21779.470435488212,426.25380313712367
2026-03-17T09:01:55.605,39.8158464839051,-4.720688147585877e-05,40.23460719920957,40.10254359760758,39.90624562244702,22384.904052440685,-2500.0295043009223,22646.62949950598,22564.089748504735,448.8280702805877
2026-03-17T09:01:55.730,39.8158464839051,-4.720688147585877e-05,40.23460719920957,40.10254359760758,39.90624562244702,22384.904052440685,-2500.0295043009223,22646.62949950598,22564.089748504735,448.8280702805877
2026-03-17T09:01:55.824,39.8158464839051,-4.720688147585877e-05,40.23460719920957,40.10254359760758,39.90624562244702,22384.904052440685,-2500.0295043009223,22646.62949950598,22564.089748504735,448.8280702805877
2026-03-17T09:01:55.934,41.75134202947679,-5.245209052873197e-06,41.767065783580954,41.767065783580954,41.748115622681496,23594.588768422993,-2500.003278255658,23604.416114738095,23604.416114738095,471.85144528351873
2026-03-17T09:01:56.062,41.75134202947679,-5.245209052873197e-06,41.767065783580954,41.767065783580954,41.748115622681496,23594.588768422993,-2500.003278255658,23604.416114738095,23604.416114738095,471.85144528351873
2026-03-17T09:01:56.156,41.75134202947679,-5.245209052873197e-06,41.767065783580954,41.767065783580954,41.748115622681496,23594.588768422993,-2500.003278255658,23604.416114738095,23604.416114738095,471.85144528351873
2026-03-17T09:01:56.267,41.767065783580954,-5.507469505516857e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0344216844096,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:56.382,41.767065783580954,-5.507469505516857e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0344216844096,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:56.493,41.767065783580954,-5.507469505516857e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0344216844096,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:56.606,41.767065783580954,-5.245209052873197e-06,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.003278255658,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:56.731,41.767065783580954,-5.245209052873197e-06,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.003278255658,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:56.824,41.767065783580954,-5.245209052873197e-06,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.003278255658,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:56.933,41.767065783580954,-8.130074031953455e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0508129626996,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:57.041,41.767065783580954,-8.130074031953455e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0508129626996,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:57.164,41.767065783580954,-8.130074031953455e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0508129626996,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:57.258,41.767065783580954,-3.409385884367578e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0213086617773,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:57.367,41.767065783580954,-3.409385884367578e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0213086617773,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:57.476,41.767065783580954,-3.409385884367578e-05,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2500.0213086617773,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:57.600,41.767065783580954,5.245209052873197e-06,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2499.996721744342,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:57.694,41.767065783580954,5.245209052873197e-06,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2499.996721744342,23604.416114738095,23604.416114738095,472.0883222947619
2026-03-17T09:01:57.802,41.767065783580954,5.245209052873197e-06,41.767065783580954,41.767065783580954,41.767065783580954,23604.416114738095,-2499.996721744342,23604.416114738095,23604.416114738095,472.0883222947619
