timestamp_iso,P1_mA,P2_mA,P3_mA,P4_mA,DP_mA,P1_eng,P2_eng,P3_eng,P4_eng,DP_eng
2026-04-14T12:34:43.357,4.00395655655602,4.006167412171806,4.004006386042022,4.003804445493486,0.02689668133969136,2.4728478475122273,3.8546326073785053,2.503991276263662,2.377778433428901,-49.66379148325386
2026-04-14T12:34:43.453,4.00395655655602,4.006167412171806,4.004006386042022,4.003804445493486,0.02689668133969136,2.4728478475122273,3.8546326073785053,2.503991276263662,2.377778433428901,-49.66379148325386
2026-04-14T12:34:43.577,4.00395655655602,4.006167412171806,4.004006386042022,4.003804445493486,0.02689668133969136,2.4728478475122273,3.8546326073785053,2.503991276263662,2.377778433428901,-49.66379148325386
2026-04-14T12:34:43.670,4.004137516268344,4.005451441136088,4.0040824415732885,4.003935575719808,0.025636988563137876,2.585947667714805,3.4071507100552623,2.551525983305325,2.4597348248800444,-49.679537642960774
2026-04-14T12:34:43.793,4.004137516268344,4.005451441136088,4.0040824415732885,4.003935575719808,0.025636988563137876,2.585947667714805,3.4071507100552623,2.551525983305325,2.4597348248800444,-49.679537642960774
2026-04-14T12:34:43.888,4.004137516268344,4.005451441136088,4.0040824415732885,4.003935575719808,0.025636988563137876,2.585947667714805,3.4071507100552623,2.551525983305325,2.4597348248800444,-49.679537642960774
2026-04-14T12:34:44.011,4.004006386042022,4.005598306989569,4.003982782601284,4.0038359167478035,0.02202221798694093,2.503991276263662,3.498941868480543,2.489239125802456,2.3974479673771754,-49.72472227516324
2026-04-14T12:34:44.121,4.004006386042022,4.005598306989569,4.003982782601284,4.0038359167478035,0.02202221798694093,2.503991276263662,3.498941868480543,2.489239125802456,2.3974479673771754,-49.72472227516324
2026-04-14T12:34:44.245,4.004006386042022,4.005598306989569,4.003982782601284,4.0038359167478035,0.02202221798694093,2.503991276263662,3.498941868480543,2.489239125802456,2.3974479673771754,-49.72472227516324
2026-04-14T12:34:44.340,4.003788709866328,4.005753040656629,4.003605127549477,4.003633976199268,0.019706972369955278,2.3679436664547637,3.595650410392892,2.253204718423163,2.2712351245424145,-49.75366284537556
2026-04-14T12:34:44.463,4.003788709866328,4.005753040656629,4.003605127549477,4.003633976199268,0.019706972369955278,2.3679436664547637,3.595650410392892,2.253204718423163,2.2712351245424145,-49.75366284537556
2026-04-14T12:34:44.557,4.003788709866328,4.005753040656629,4.003605127549477,4.003633976199268,0.019706972369955278,2.3679436664547637,3.595650410392892,2.253204718423163,2.2712351245424145,-49.75366284537556
2026-04-14T12:34:44.665,4.003791332470854,4.005477667181353,4.003754616007484,4.003376960955677,0.015151166478467384,2.3695827942837866,3.423541988345491,2.3466350046774664,2.1106005972981734,-49.810610419019156
2026-04-14T12:34:44.787,4.003791332470854,4.005477667181353,4.003754616007484,4.003376960955677,0.015151166478467384,2.3695827942837866,3.423541988345491,2.3466350046774664,2.1106005972981734,-49.810610419019156
2026-04-14T12:34:44.882,4.003791332470854,4.005477667181353,4.003754616007484,4.003376960955677,0.015151166478467384,2.3695827942837866,3.423541988345491,2.3466350046774664,2.1106005972981734,-49.810610419019156
2026-04-14T12:34:44.992,4.0037100317305345,4.005755663261155,4.003285169797252,4.0031514169664035,0.02759374453620317,2.3187698315840777,3.597289538221915,2.053231123282373,1.9696356040022067,-49.655078193297456
2026-04-14T12:34:45.117,4.0037100317305345,4.005755663261155,4.003285169797252,4.0031514169664035,0.02759374453620317,2.3187698315840777,3.597289538221915,2.053231123282373,1.9696356040022067,-49.655078193297456
2026-04-14T12:34:45.214,4.0037100317305345,4.005755663261155,4.003285169797252,4.0031514169664035,0.02759374453620317,2.3187698315840777,3.597289538221915,2.053231123282373,1.9696356040022067,-49.655078193297456
2026-04-14T12:34:45.322,4.003731012566746,4.005666494707257,4.003953933951494,4.003531694622737,0.03039195536791486,2.3318828542162606,3.5415591920356926,2.4712087196837595,2.2073091392105226,-49.62010055790106
2026-04-14T12:34:45.448,4.003731012566746,4.005666494707257,4.003953933951494,4.003531694622737,0.03039195536791486,2.3318828542162606,3.5415591920356926,2.4712087196837595,2.2073091392105226,-49.62010055790106
2026-04-14T12:34:45.528,4.003731012566746,4.005666494707257,4.003953933951494,4.003531694622737,0.03039195536791486,2.3318828542162606,3.5415591920356926,2.4712087196837595,2.2073091392105226,-49.62010055790106
2026-04-14T12:34:45.651,4.003746748193905,4.005315065700714,4.004205703986031,4.003497600763893,0.027678387924351032,2.341717621190398,3.321916062946073,2.6285649912694,2.1860004774332253,-49.65402015094561
2026-04-14T12:34:45.762,4.003746748193905,4.005315065700714,4.004205703986031,4.003497600763893,0.027678387924351032,2.341717621190398,3.321916062946073,2.6285649912694,2.1860004774332253,-49.65402015094561
